field,ai_tool,reviewer_name,job_title,rating,review_title,date,job_category
디자인,Canva,Miranda Estefanía C.,digital marketing manager,5.0,"""a place where you can create magic ""","January 3, 2025",IT/개발
디자인,Canva,5.0,Verified Reviewer,5.0,"""Canva: practical design with some limitations""","October 2, 2025",검증된리뷰어
디자인,Canva,Geoffrey N.,Information Technology Project Manager,5.0,"""An Awe-inspiring and Extremely Marvelous Graphic Design Software. ""","May 28, 2025",IT/개발
디자인,Canva,nilanjan B.,Owner,5.0,"""Canva: A Versatile and User-Friendly Design Tool""","November 15, 2024",경영/관리
디자인,Canva,Brooke B.,Brand Marketing Manager,5.0,"""a great marketing tool ""","December 10, 2025",디자인/UX
디자인,Canva,Trish C.,Administrative Assistant,5.0,"""Design Like a Pro (Even If You’re Not): My Life with Canva""","April 8, 2025",경영/관리
디자인,Canva,Vesna M.,Copywriter and Messaging Strategist,5.0,"""There's almost nothing you can't do with Canva""","November 19, 2024",IT/개발
디자인,Canva,Sayan D.,Freelancing,5.0,"""How Canva Helps Me In My Daily Tasks! ""","August 28, 2025",기타
디자인,Canva,Larise F.,Publicitária,5.0,"""Análise profunda Canva""","August 3, 2025",IT/개발
디자인,Canva,ANDREA N.,gerente comercial,5.0,"""LA MEJOR EXPERIENCIA""","June 2, 2025",기타
디자인,Canva,Carly G.,Curriculum Designer and Trainer,5.0,"""Free Powerful design tool""","November 25, 2025",디자인/UX
디자인,Canva,Alanna O.,Systems Analyst Trainee,5.0,"""Canva Review""","May 28, 2025",IT/개발
디자인,Canva,Shabaki S.,Instructor,5.0,"""Educational Necessity""","November 11, 2024",IT/개발
디자인,Canva,John M.,IT Manager,5.0,"""Beyond Special and Magical Graphic Design Tool.""","June 1, 2025",IT/개발
디자인,Canva,María A.,Director de Marketing,5.0,"""Una herramienta esencial para el diseño colaborativo""","November 15, 2024",IT/개발
디자인,Canva,Hanna O.,Multimedia Manager,4.0,"""Canva - Definitely Worth It for Beginners""","November 11, 2024",디자인/UX
디자인,Canva,Daria J.,Owner and operator,5.0,"""CANVA FOR THE WIN""","May 7, 2025",경영/관리
디자인,Canva,Samuel E.,UIUX designer,5.0,"""Canva review ""","July 14, 2025",디자인/UX
디자인,Canva,Lisa S.,Co-owner,5.0,"""Easy Design for the Non Teckie User!""","November 14, 2024",경영/관리
디자인,Canva,Adriana Eliza M.,Diretora,5.0,"""Benefícios do Canva""","March 18, 2025",기타
디자인,Canva,5.0,Verified Reviewer,5.0,"""Canvas the MVP image editing.""","October 30, 2025",검증된리뷰어
디자인,Canva,Andressa S.,avaliador de midias,5.0,"""Avaliador de Mídias""","May 23, 2025",기타
디자인,Canva,Gabriel A.,Store Manager,5.0,"""We love Canva!""","March 19, 2025",경영/관리
디자인,Canva,5.0,Verified Reviewer,5.0,"""Easy to use for quick graphics and social media""","August 14, 2025",검증된리뷰어
디자인,Canva,Martin K.,CEO,5.0,"""Canva Berwertung ""","November 4, 2024",경영/관리
디자인,Canva,Devon A.,Head of Research and Project Management,4.0,"""Canva is a good all-in-one platform for social media posting but not for printing/higher quality creations""","November 7, 2024",데이터/분석
디자인,Canva,Katie C.,Account Manager,4.0,"""Canva- a great option for personal and business use!""","February 20, 2025",경영/관리
디자인,Canva,5.0,Verified Reviewer,5.0,"""Canva is great! ""","August 17, 2025",검증된리뷰어
디자인,Canva,Himanshu M.,Category Manager,5.0,"""Want to design, Choose Canva""","December 25, 2024",경영/관리
디자인,Canva,Priam R.,Student,5.0,"""You wish you started using this for creative work years ago.""","March 2, 2025",교육/연구
디자인,Canva,Dawn L.,Practice Administrator,5.0,"""Canva is a must for any business!""","November 24, 2025",경영/관리
디자인,Canva,Jéssica B.,Digitador,5.0,"""The most complete application for creating projects and editing professional videos.""","September 9, 2025",IT/개발
디자인,Canva,Tara M.,Teacher,5.0,"""Great for Education""","July 7, 2025",교육/연구
디자인,Canva,INES T.,usuario,5.0,"""canva excellence""","February 24, 2025",기타
디자인,Canva,Claudia S.,Proprietária,4.0,"""Practical design even for beginners""","September 22, 2025",기타
디자인,Canva,Amee P.,Owner,5.0,"""Creativity at your Fingertips""","December 3, 2025",경영/관리
디자인,Canva,Io P.,Business coach,5.0,"""You cannot run an online business without canva""","November 4, 2024",기타
디자인,Canva,Madison M.,Speech Language Pathology Assistant,5.0,"""Canva is my Favorite Design Platform! ""","March 18, 2025",기타
디자인,Canva,Hilary Zivai Prisca C.,Student assistant,5.0,"""Canva - a tool for young and master designers""","November 11, 2025",교육/연구
디자인,Canva,Maria Elena M.,Board Member,5.0,"""Canva: The Design Lifesaver I Didn’t Know I Needed""","November 12, 2024",기타
디자인,Canva,Skyler R.,Freelance Social Media Specialist,5.0,"""THE BEST graphic design platform ""","November 4, 2024",마케팅/영업
디자인,Canva,Joy H.,Joy H.,5.0,"""Easy to use and create amazing marketing for your business.""","November 4, 2024",기타
디자인,Canva,Alessio D.,Alessio D.,5.0,"""Sempre aperto sul mio pc""","July 9, 2025",기타
디자인,Canva,Alceo A.,Affiliate Marketer,4.0,"""Una herramienta de diseño potente y sencilla al alcance de todos""","May 1, 2025",마케팅/영업
디자인,Canva,Victor R.,Comunity Manager,5.0,"""Canva for beginners and experts""","June 24, 2025",IT/개발
디자인,Canva,Rhys B.,Senior Product Manager,5.0,"""Amazing product to make graphic design easy for all team members""","February 17, 2025",경영/관리
디자인,Canva,P S A.,Operations intern,5.0,"""EPITOME OF DIGITAL DOCUMENTS""","February 13, 2025",경영/관리
디자인,Canva,Larissa S.,Designer,5.0,"""I really like the quality, ease and efficiency of the app, always delivering excellent results""","July 18, 2025",디자인/UX
디자인,Canva,Patrica C.,College and Career Technician,5.0,"""Canva Review""","November 4, 2024",기타
디자인,Canva,Anna I.,Executive Manager,4.0,"""Accessible Assets and High Quality Design""","March 29, 2025",경영/관리
디자인,Canva,Ronisha H.,Entrepreneur,5.0,"""Love for Canva ""","November 20, 2025",기타
디자인,Canva,5.0,Verified Reviewer,5.0,"""Canva is the only design tool your team needs!""","December 10, 2025",검증된리뷰어
디자인,Canva,Michelle W.,Executive Director,5.0,"""The ultimate design tool for busy nonprofit marketers!""","July 20, 2025",IT/개발
디자인,Canva,Michelle M.,Student Experience,5.0,"""Best thing ever for non designer design""","June 29, 2025",교육/연구
디자인,Canva,Lyndsey G.,Curriculum designer,5.0,"""What would I do without Canva?!?""","March 21, 2025",디자인/UX
디자인,Canva,Mandi C.,School Technology Specialist,5.0,"""Creative Canva""","May 12, 2025",기타
디자인,Canva,Karlla S.,Administrador,5.0,"""Canva, the versatile editing app""","October 11, 2025",경영/관리
디자인,Canva,Samantha E.,Owner,5.0,"""Great resource and tool""","November 16, 2025",경영/관리
디자인,Canva,Joy G.,Owner and Graphic Designer,5.0,"""Canva: The Real GOAT for Designing and Publishing Images, Videos, Logos + More for Free""","April 15, 2025",디자인/UX
디자인,Canva,Aj W.,CEO,4.0,"""Nice easy starter app ""","October 23, 2025",경영/관리
디자인,Canva,Leigha R.,Marketing Director,5.0,"""Canva: Always changing, always growing with you!""","October 22, 2024",IT/개발
디자인,Canva,Natasha R.,Catering JESMON,5.0,"""My opinion of using Canva.""","September 15, 2025",기타
디자인,Canva,5.0,Verified Reviewer,5.0,"""Easy to use and great templates! ""","July 7, 2025",검증된리뷰어
디자인,Canva,Darla L.,Director of IT,5.0,"""Create with Canva for a professional outcome!""","April 2, 2025",IT/개발
디자인,Canva,Ryan S.,Director,5.0,"""Canva - The one stop shop for graphic design""","October 12, 2024",IT/개발
디자인,Canva,Edson A.,Gerente,5.0,"""Aplicativo Canva""","February 23, 2025",기타
디자인,Canva,Henry H.,MD,1.0,"""Worst application ever""","November 8, 2025",기타
디자인,Canva,Cordell S.,Operations Coordinator,5.0,"""Best Graphic Editor on the Market""","December 10, 2025",경영/관리
디자인,Canva,Parveen M.,Student,5.0,"""Fantastic Tool for Quick Edits and Creative Projects""","October 18, 2024",교육/연구
디자인,Canva,Katie C.,Admin,5.0,"""Canva is the BEST tool out there.""","November 10, 2024",경영/관리
디자인,Canva,William B.,Owner Administrator,5.0,"""Canva's Classy and easy to use.""","August 6, 2025",경영/관리
디자인,Canva,5.0,Verified Reviewer,5.0,"""Great Graphic Design Platform""","August 6, 2025",검증된리뷰어
디자인,Canva,Emilio M.,Coordinatore commerciale,4.0,"""Accessibile a tutti""","July 13, 2025",경영/관리
디자인,Canva,Cameron E.,Chief Operations Officer,5.0,"""Great Design Software that Rivals Many Expensive Alternatives""","April 8, 2025",경영/관리
디자인,Canva,Renea Q.,Genealogist,4.0,"""Canva, Perfect for Beginners and Professionals""","October 25, 2024",기타
디자인,Canva,Sam S.,-,5.0,"""Canva Makes Designing Easy and Fun""","July 26, 2025",기타
디자인,Canva,jhonatan M.,PROFESSOR,5.0,"""detalhada na minha experiência.""","July 20, 2025",교육/연구
디자인,Canva,Kylee A.,Communication Director,5.0,"""Canva is the BEST user-friendly design software for the price""","August 3, 2025",IT/개발
디자인,Canva,Lilian Liz L.,Marketing Digital,5.0,"""A melhor ferramenta para usar no seu dia a dia.""","January 10, 2025",IT/개발
디자인,Canva,Patrizia Liza T.,Teacher,5.0,"""Canva is freedom ; )""","June 14, 2025",교육/연구
디자인,Canva,Samantha H.,Digital Content Manager,5.0,"""The Solution to my Needs""","November 12, 2025",IT/개발
디자인,Canva,Alicia N.,Teacher,5.0,"""Best Teacher’s Aid Available!! ""","September 16, 2025",교육/연구
디자인,Canva,Melody N.,Content creation,5.0,"""Canva - so helpful for content creation! ""","August 28, 2025",마케팅/영업
디자인,Canva,Abdul-Basit M.,General manager,4.0,"""Why I use Canva""","January 17, 2025",경영/관리
디자인,Canva,Quintin C.,Communication and Technology Specialist,5.0,"""The Go To Product""","March 18, 2025",마케팅/영업
디자인,Canva,Maria Valda D.,Professora,5.0,"""I like Canva because it's a practical and easy-to-use app.""","March 25, 2025",교육/연구
디자인,Canva,Gabriela Adriana G.,Directora,1.0,"""CANVA YA NO FUNCIONA""","October 13, 2024",IT/개발
디자인,Canva,Indrajit E.,Freelance,5.0,"""Canva – The Best Easy-to-Use Design Tool""","March 24, 2025",프리랜서
디자인,Canva,Rozie A.,Business Manager,5.0,"""Awesome Program!""","December 3, 2025",경영/관리
디자인,Canva,Al A.,Affiliate Marketer,4.0,"""Canva un gran editor de contenido grafico""","February 4, 2025",마케팅/영업
디자인,Canva,Sthefany R.,Sales development rep,5.0,"""Anyone can be a designer""","April 3, 2025",마케팅/영업
디자인,Canva,Carla D.,Finance and Operations Manager,5.0,"""Canva makes quick design possible for us in a very shortime.""","June 26, 2025",경영/관리
디자인,Canva,Mia Z.,Student,5.0,"""The best design product!""","March 3, 2025",교육/연구
디자인,Canva,Nicole R.,Marketing Specialist,5.0,"""Great for Social Content Creation""","June 2, 2025",마케팅/영업
디자인,Canva,Dana P.,Admin,5.0,"""Amazing product to use! ""","September 8, 2025",경영/관리
디자인,Canva,Quang Huy N.,Freelancer,5.0,"""Canva helps me design like a pro!”""","July 27, 2025",프리랜서
디자인,Canva,Mirjam M.,Marketing and Communications Manager,5.0,"""Game-changer for our marketing team""","March 4, 2025",경영/관리
디자인,Canva,Cherryl N.,Graphic designer,5.0,"""Canva best app for design ""","February 26, 2025",디자인/UX
디자인,Canva,Erick L.,Sales,5.0,"""I enjoy Canva""","November 30, 2025",마케팅/영업
디자인,Canva,Sarah F.,Real estate salesperson,5.0,"""Worth Upgrading to Pro""","April 26, 2025",마케팅/영업
디자인,Canva,mohamed K.,electrical and Instruments Engineer,5.0,"""Easy-to-Use Design Tool with Templates for All Skill Levels""","October 8, 2024",IT/개발
디자인,Canva,Francesco G.,Salesforce freelance developer,4.0,"""Easy and Fast: My Experience with Canva""","February 16, 2025",IT/개발
디자인,Canva,Thassyla S.,CEO,5.0,"""I use Canva in my daily life to create marketing materials. It speeds up the process a lot, especially for non-designers. I highly recommend it!""","February 12, 2025",경영/관리
디자인,Canva,5.0,Verified Reviewer,5.0,"""Best app ever!""","April 30, 2025",검증된리뷰어
디자인,Canva,Jazmin M.,Operations Specialist,5.0,"""One of my favorite platforms ""","October 20, 2025",경영/관리
디자인,Canva,Ashley G.,Teacher,5.0,"""Teachers LOVE Canva""","November 10, 2025",교육/연구
디자인,Canva,5.0,Verified Reviewer,5.0,"""User-Friendly Design Platform with Extensive Features!""","January 25, 2025",검증된리뷰어
디자인,Canva,Andrea T.,General Manager,5.0,"""Quality product for a small business ""","February 20, 2025",경영/관리
디자인,Canva,Allison S.,Graphic Designer,5.0,"""Graphic designer converts to Canva!""","October 28, 2024",디자인/UX
디자인,Canva,Bijay S.,Senior Creative Manager,5.0,"""Canva for beginners to professionals""","December 17, 2024",디자인/UX
디자인,Canva,Hannah K.,Pelvic Health Physical Therapist,5.0,"""Canva Review""","March 28, 2025",기타
디자인,Canva,Rigo Jean B.,Digital Marketing Associate,5.0,"""My review Canva""","December 2, 2025",IT/개발
디자인,Canva,Bariduura G.,CEO,5.0,"""The easier graphic design tool""","April 19, 2025",경영/관리
디자인,Canva,Valeriia V.,Product Manager,5.0,"""Love using Canva fro all of my creative ideas ""","August 29, 2025",경영/관리
디자인,Canva,Traiffson F.,Ceo,5.0,"""Quǎo Generosa e vital""","September 23, 2025",경영/관리
디자인,Canva,Kay W.,Esthetician,5.0,"""Canva is amazing ""","September 27, 2025",기타
디자인,Canva,GILVAN A.,GERENTE,5.0,"""Canva makes it incredibly easy to create beautiful and professional designs in just minutes.""","July 10, 2025",기타
디자인,Canva,Abby A.,Online Fitness Coach,5.0,"""Easy design tool""","May 12, 2025",IT/개발
디자인,Canva,Samuel R.,Program Director,5.0,"""The easy way to develop polished materials without a design team""","April 30, 2025",IT/개발
디자인,Canva,Alice G.,Training,5.0,"""Canva really is great ""","November 7, 2025",기타
디자인,Canva,Bart H.,Head of Content,4.0,"""Used to like it""","July 22, 2025",경영/관리
디자인,Canva,Joyce N.,Gerente,5.0,"""Useful and practical application to use, I really like it.""","January 13, 2025",기타
디자인,Canva,Tori S.,Owner and certified cat trainer,5.0,"""Fantastic free options, stellar subscription possibilities.""","August 19, 2025",경영/관리
디자인,Canva,Priscila T.,Criador,5.0,"""Praticidade em mãos!""","March 26, 2025",기타
디자인,Canva,Jade A.,Adult ESL Tutor,5.0,"""Canva - Can’t Beat It!""","December 25, 2024",기타
디자인,Canva,Luciano M.,Account Executive,5.0,"""Professional and easy to use""","July 5, 2025",경영/관리
디자인,Canva,Anna G.,Digital Marketing Manager,5.0,""" Rapid design creation ""","August 14, 2025",IT/개발
디자인,Canva,Nirmal S.,Graduate Research Assistant,5.0,"""Best Free Alternative to Photoshop or Illustrator""","March 24, 2025",데이터/분석
디자인,Canva,Tom L.,Marketing Director,5.0,"""Essential tool for small marketing team""","May 26, 2025",IT/개발
디자인,Canva,Abbey A.,School Secretary,5.0,"""I love Canva!""","September 12, 2025",기타
디자인,Canva,Melissa W.,Hospital Administrator,5.0,"""Canva is great for small business businesses""","November 28, 2025",IT/개발
